40, 90
60, 90
50, 90
50, 80
40, 80
40, 70
35, 75
30, 70
35, 65
40, 70
40, 60
50, 60
50, 50
90, 50
50, 50
50, 40
40, 40
40, 20
50, 20
50, 15
60, 15
50, 5
40, 15
50, 15
50, 20
40, 20
40, 30
20, 30
20, 50
10, 50
20, 50
20, 70
30, 70
